gen,House overall,Dishwasher
0.0,0.0,0.0
0.10210773817334484,0.27021426891150924,0.05618705306957752
0.6282308697332155,0.46724171715060514,0.10407214629477293
0.8592747451057221,0.6406173173946978,0.149527751600097
0.9532613605701954,0.7764517848460137,0.1926771309686692
0.985643879039344,0.873481532467121,0.2336372925898124
0.9959589674685958,0.936869264903395,0.27251930815020636
0.9989655605390908,0.9741827400276666,0.30942861402702554
0.9997683027290805,0.9930493677569459,0.3444652971998048
0.9999587761803923,0.9999885453029602,0.3777243666563422
0.9999958911544127,1.0,0.4092960110286092
1.0,0.9965870360986067,0.43926584315730005
0.9999989902967172,0.9919911833662045,0.4677151322482066
0.9999980289189807,0.9874962974371506,0.4947210242499557
0.9999975636228555,0.983721622655997,0.5203567510507089
0.9999973816384227,0.9808656969327814,0.5446918290611038
0.9999973186249917,0.9788895957947865,0.5677922477219315
0.9999972987147885,0.9776428789696094,0.5897206484477304
0.999997292927219,0.9769424460257543,0.610536494491535
0.9999972913910824,0.9766163664328396,0.6302962321914027
0.9999972910291035,0.9765238684583899,0.6490534440359715
0.9999972909595272,0.9765605681337615,0.6668589939641161
0.9999972909522512,0.976655626127771,0.6837611652927106
0.9999972909545249,0.9767653405215899,0.6998057916465193
0.9999972909563439,0.9768659342220314,0.7150363812452547
0.9999972909572534,0.9769470200992938,0.7294942348848339
0.9999972909577082,0.9770063755126781,0.7432185579327646
0.9999972909577082,0.977046143033462,0.7562465666413548
0.9999972909577082,0.9770703023851759,0.7686135890670396
0.9999972909577082,0.9770831474539552,0.780353160869486
0.9999972909577082,0.9770884869889258,0.7914971162502544
0.9999972909577082,0.9770893220493253,0.8020756742776163
0.9999972909577082,0.9770878070957654,0.8121175208316126
0.9999972909577082,0.9770853570212097,0.8216498863915676
0.9999972909577082,0.9770828103232567,0.8306986198769896
0.9999972909577082,0.9770805956795439,0.8392882587420966
0.9999972909577082,0.9770788753628832,0.8474420955140408
0.9999972909577082,0.9770776558262178,0.8551822409552637
0.9999972909577082,0.9770768655757855,0.8625296840212597
0.9999972909577082,0.9770764052694414,0.8695043487763348
